coast,east,far_west,north,north_central,south_central,southern,west,system_total,Time_Index
0.4588227807769885,0.5826147709571287,1.1357738385291007,0.7331598292354404,0.4539981517114527,0.4416931625421651,0.5147886542426237,0.5235529198207574,0.5258456956348143,1
0.45355326184521444,0.5704381240264208,1.1281777772495514,0.7418030728488917,0.4509247395356659,0.44528152040666674,0.5095181007250918,0.5034332663311808,0.5223793512457797,2
0.4544078389863738,0.5620007343059917,1.126261305696526,0.7381046960253863,0.4462255179895621,0.4473555317576935,0.500319640627027,0.5027679967306752,0.5202072677230344,3
0.4558292960874527,0.5697501577332045,1.0998882801079166,0.7580165742072461,0.4530844245230091,0.44448249335181816,0.46671439133078346,0.5216711572364701,0.5188622188013804,4
0.4477867706798033,0.5805829534072154,1.0932549115154684,0.749199826495902,0.45791720798305885,0.4417533489956472,0.46337105978452,0.5296163770367942,0.5173450150629504,5
0.4513632678814777,0.6043373957802358,1.0904203163812263,0.7740839668515854,0.4728515877870093,0.4558272939340357,0.46188773971093233,0.5721413602862561,0.5276781191347099,6
0.45966167349237935,0.6347718839226199,1.091686078988341,0.7942332716937196,0.48750582240655504,0.4702893377276362,0.4854270445668127,0.5727068394466859,0.5405295238953627,7
0.46254984846604075,0.6610251054228141,1.1070089375913668,0.8180444261808552,0.5030250471373107,0.48639647791641416,0.4855567764594447,0.580048564680837,0.5519703083013792,8
0.4680523931520901,0.6401259013962508,1.1204777213896053,0.8277149966897244,0.5112411510581527,0.4926607116667635,0.48332319965738274,0.6008049762166118,0.5581312809236368,9
0.48329182935524007,0.6145998567033939,1.1165259273345298,0.8426591785950733,0.5082410305175952,0.4909616550029471,0.507276708748775,0.5951644403894679,0.561836305328728,10
0.4936059077406226,0.6110958625778418,1.110931018909186,0.8456635390270073,0.5063804646912897,0.4837427395766748,0.5199169715887154,0.6138870277179828,0.563686254284348,11
0.4879115649337467,0.5633196334173389,1.1166462639204173,0.8759354382119946,0.48510021980049794,0.4685633009295002,0.5510213651233781,0.6239753660170784,0.5550128227917717,12
0.4863762837142333,0.5139821128763764,1.0992613413518106,0.780741045133895,0.47079384141922376,0.4515803440728104,0.5552868872317246,0.5868343146059941,0.5409557382097496,13
0.4859277091372535,0.4976241993034787,1.1096043451906963,0.7580896285642535,0.4595329723069231,0.4460286625878238,0.5574329340821311,0.5734766514129851,0.5357910937064658,14
0.4910524832255066,0.4760477227602776,1.0947346058308276,0.754569321735954,0.4583420762441348,0.4430221071069825,0.5486080393134525,0.5479065391249804,0.5329334906570842,15
0.48795861821105235,0.4731033696089999,1.0953229180285005,0.7481907631897359,0.44251554749967636,0.44618708440216176,0.5514261911497841,0.52851868219596,0.5270945333811646,16
0.48799446832709464,0.5131408691188685,1.093305423168804,0.7430449969180193,0.4480392069324214,0.45876674497823605,0.5475514277541846,0.5223839460941546,0.5316355339463904,17
0.5012061323415996,0.57544994064954,1.0807205933039377,0.7780106385407392,0.4771720738779684,0.4888426767613877,0.5569437041737719,0.5850048232046037,0.5539437699925809,18
0.5139979018719586,0.6113133027016044,1.0254400456387645,0.7740611373650206,0.5044462351909973,0.5191136956696193,0.5651402589323533,0.6098716504863597,0.5692129723184831,19
0.512564793483166,0.6102973939266478,1.010748582702433,0.7778371344428463,0.511737078721913,0.5216380677242879,0.5542552842300724,0.6135068736605509,0.5697497043026424,20
0.5102125777443375,0.6294321248177602,1.0827633439903017,0.8211401045590485,0.5253358393864039,0.5239680444521926,0.5472997791431755,0.6172989103834329,0.5809973510333283,21
0.5052182084531884,0.6247446860841886,1.1322365371587493,0.8900486268063831,0.5179925383906794,0.513390448202293,0.547490469394996,0.5987283846778908,0.5806541143868611,22
0.4897233401732367,0.5935616335813102,1.1044402714555677,0.8242175193479898,0.5038662267680398,0.49299000766512535,0.5281619804276776,0.5984242614319453,0.5620148980680152,23
0.4786582018567671,0.596124575367955,1.1220435826430073,0.8145926078122502,0.49593584861296514,0.475250223450856,0.5120080152427159,0.5738235419903917,0.5528703060242621,24
0.46083890167791985,0.6033892142569429,1.1187826097291387,0.8009131794625938,0.4880363496747637,0.46095490305138404,0.534268757590488,0.5320636187815113,0.5434089443488095,25
0.4517051883632316,0.6168526789692625,1.1455760705499234,0.8077026687669794,0.4902607694059137,0.46248031833791303,0.49580715901222444,0.5049681383380615,0.5411190706882699,26
